"ID_W9","SwitchedToRandom","Open_Comments","Open_Comments_W","comment","empty_like","comment_scale","scale_label"
301093228992755,"1","Wirkte nicht so interessant","Nein","wirkte nicht so interessant",FALSE,2,"2 = content-focused"
301093229133955,"1","Keine weiteren Anmerkungen.","Keine weiteren Anmerkungen.","keine weiteren anmerkungen.",FALSE,3,"3 = other/unclear"
301093229272311,"1","Interessante aber auch problematische Inhalte, TikTok ähnlich","Beim Video ansehen, kann man leider keine Bewertung abgeben - das unterbricht den Flow, weil man die ganze Zeit hin und herzwitschen muss","interessante aber auch problematische inhalte, tiktok ähnlich",FALSE,1,"1 = platform-focused"
301093229286403,"1","Alles super","","alles super",FALSE,2,"2 = content-focused"
301093229705373,"1","Nein müll","Genau wie alle anderen","nein müll",FALSE,2,"2 = content-focused"
301093230088419,"1","Um zu reagieren muss man aus dem Video erst rausgehen, das ist etwas umständlich","Nein","um zu reagieren muss man aus dem video erst rausgehen, das ist etwas umständlich",FALSE,1,"1 = platform-focused"
301093230739575,"1","statt weiterklicken ist es besser wenn man einfach runter wischen kann zum nächsten Video","","statt weiterklicken ist es besser wenn man einfach runter wischen kann zum nächsten video",FALSE,1,"1 = platform-focused"
301093230769322,"1","Es wäre vielleicht besser, wenn die Buttons auf dem unteren Rand des Videos angezeigt werden; sie versperren sonst einen ziemlich großen Teil des Videos.","Nein, ich hätte nichts mitzuteilen.","es wäre vielleicht besser, wenn die buttons auf dem unteren rand des videos angezeigt werden; sie versperren sonst einen ziemlich großen teil des videos.",FALSE,1,"1 = platform-focused"
301093230785744,"1","Manchmal etwas unklr was das Ziel ist, random videos","Mehr reaktionsoptionen, dislike","manchmal etwas unklr was das ziel ist, random videos",FALSE,2,"2 = content-focused"
301093230823665,"1","Alle Videos waren sehr gut und leicht zu verstehen","","alle videos waren sehr gut und leicht zu verstehen",FALSE,2,"2 = content-focused"
301093230903383,"1","zu viel unnötoeges und verzerrter Inhalt","alles gut","zu viel unnötoeges und verzerrter inhalt",FALSE,2,"2 = content-focused"
301093230912607,"1","Gut","","gut",FALSE,3,"3 = other/unclear"
301093230925929,"1","Viele bessere Videos","","viele bessere videos",FALSE,2,"2 = content-focused"
301093230940279,"1","Nichts wirklich","","nichts wirklich",FALSE,3,"3 = other/unclear"
301093230941304,"1","Manche Videos waren schon von anderen Plattformen bekannt","","manche videos waren schon von anderen plattformen bekannt",FALSE,2,"2 = content-focused"
301152704633969,"1","Schade dass es keinen Dislike Button gibt","Ein Dislike Button wäre gut","schade dass es keinen dislike button gibt",FALSE,1,"1 = platform-focused"
301152704678011,"1","Nein. Es hat eine große Ähnlichkeit zu TikTok, aber viele Videos dabei, die ich nicht anschauen würde","","nein. es hat eine große ähnlichkeit zu tiktok, aber viele videos dabei, die ich nicht anschauen würde",FALSE,2,"2 = content-focused"
301152704791707,"1","keine Kommentarfunktion","Kein dislike","keine kommentarfunktion",FALSE,1,"1 = platform-focused"
301152704815267,"1","ist wie tiktok","wie TikTok","ist wie tiktok",FALSE,1,"1 = platform-focused"
301152705035480,"1","Eine Kommentare spalte wäre ggf. Sinnvoll um die meinung der anderen Personen zu den Themen zu lesen und ggf zu diskutieren","","eine kommentare spalte wäre ggf. sinnvoll um die meinung der anderen personen zu den themen zu lesen und ggf zu diskutieren",FALSE,1,"1 = platform-focused"
301152705421376,"1","soweit nicht","/","soweit nicht",FALSE,3,"3 = other/unclear"
301152705426497,"1","Ich habe keine Einwände","Alles gut","ich habe keine einwände",FALSE,3,"3 = other/unclear"
301152705813669,"1","Ist gut","ist gut","ist gut",FALSE,3,"3 = other/unclear"
301152706326582,"1","Kkk","","kkk",FALSE,3,"3 = other/unclear"
301152706326583,"1","Mir fehlen nicht politische Inhalte. Am besten keine Medien dieser Art. Hier kann mir zu viel Manipulation stattfinden und zu viel Hass entstehen, wie auch Klinisch relevante Probleme. Am besten wäre es doch social media abzuschaffen, damit die Menschen","Man sollte das Internet mehrwerdend vermeiden. Gesund ist das alles nicht sich diesen mist reinzuziehen.","mir fehlen nicht politische inhalte. am besten keine medien dieser art. hier kann mir zu viel manipulation stattfinden und zu viel hass entstehen, wie auch klinisch relevante probleme. am besten wäre es doch social media abzuschaffen, damit die menschen",FALSE,2,"2 = content-focused"
301152706536549,"1","Mir hat ein Daumen nach unten gefählt ; zu Melden war nichts. Aber ich hätte bei einigen gern gesagt, wie scheiße ich das finde","","mir hat ein daumen nach unten gefählt ; zu melden war nichts. aber ich hätte bei einigen gern gesagt, wie scheiße ich das finde",FALSE,1,"1 = platform-focused"
301152706677895,"1","Der Info-Text muss unten im Video sein ich hätte einiges früher weggeschalten wenn ich direkt gesehen hätte was es ist und normalerweise sieht man den Kanalnamen sofort","-","der info-text muss unten im video sein ich hätte einiges früher weggeschalten wenn ich direkt gesehen hätte was es ist und normalerweise sieht man den kanalnamen sofort",FALSE,1,"1 = platform-focused"
301152707025114,"1","Ich mag solche kurzen videos ohne Sinn nicht","","ich mag solche kurzen videos ohne sinn nicht",FALSE,2,"2 = content-focused"
301152707428409,"1","JA SEHR GUTE","ja","ja sehr gute",FALSE,3,"3 = other/unclear"
301152707630185,"1","Interessant Zuviel Werbung Politik","Nein","interessant zuviel werbung politik",FALSE,2,"2 = content-focused"
301152707672179,"1","Die Plattforn war sehr vielfältig hinsichtlich Themen und wirkten sehr echt","Nein","die plattforn war sehr vielfältig hinsichtlich themen und wirkten sehr echt",FALSE,2,"2 = content-focused"
301152707947704,"1","Nee es war alles gut","Nein","nee es war alles gut",FALSE,2,"2 = content-focused"
301152707976383,"1","Jslehdjd fiekbsjxr s Land. Ene","Krisis bfjfkeb F. Nfieivd F and d","jslehdjd fiekbsjxr s land. ene",FALSE,3,"3 = other/unclear"
301152708375587,"1","Nein kein Kommentar weiter","Nein keine Angaben weiter","nein kein kommentar weiter",FALSE,3,"3 = other/unclear"
301152709496877,"1","Wechsel von belanglosen, politisch seriösen und unseriösen Inhalten","","wechsel von belanglosen, politisch seriösen und unseriösen inhalten",FALSE,2,"2 = content-focused"
301152710230245,"1","Nervig","Zu lange","nervig",FALSE,2,"2 = content-focused"
301152710408209,"1","Mehr drauf achten wer fake sein könnte so wie bei fb","","mehr drauf achten wer fake sein könnte so wie bei fb",FALSE,0,"0 = setup skepticism"
301152711490576,"1","sieht aus wie TikTok","nee","sieht aus wie tiktok",FALSE,1,"1 = platform-focused"
301152714446025,"1","Sehr viel politischer inhalt","","sehr viel politischer inhalt",FALSE,2,"2 = content-focused"
301152720692338,"1","Ist wie Tik-Tok. Die Videos, die dort gezeigt wurden, entsprechen dem heutigen Trend","Nein","ist wie tik-tok. die videos, die dort gezeigt wurden, entsprechen dem heutigen trend",FALSE,1,"1 = platform-focused"
301152724712514,"1","Die vielen # gibt ea mittlerweile nicht mehr","Es ist eine Plattform die alle Themen beinhaltet. Dennoch ist der Algorithmus dafür verantwortlich was gezeigt wird.","die vielen # gibt ea mittlerweile nicht mehr",FALSE,3,"3 = other/unclear"
301152724725830,"1","Kann ich in 5min programmieren","nein","kann ich in 5min programmieren",FALSE,3,"3 = other/unclear"
301152726377564,"1","Schöne Plattform","Waren schöne Videos dabei","schöne plattform",FALSE,2,"2 = content-focused"
301152726600873,"1","5 minuten sowas zu schauen is anstrengender als ne 45 minuten doku, ich werde mich immer gegen shortform content wehren und streuben","","5 minuten sowas zu schauen is anstrengender als ne 45 minuten doku, ich werde mich immer gegen shortform content wehren und streuben",FALSE,2,"2 = content-focused"
301152726682821,"1","Es werden viele verschiedene themen angezeigt","Nein","es werden viele verschiedene themen angezeigt",FALSE,3,"3 = other/unclear"
301152726890511,"1","Es sieht zu einfach aus und die Tasten sind zu groß","Die Plattform braucht noch etwas Arbeit. Die Videos sollten korrekt geladen werden und die Funktionstaste sollte kleiner und ansprechender sein.","es sieht zu einfach aus und die tasten sind zu groß",FALSE,1,"1 = platform-focused"
301152726989877,"1","Hat ein sehr langweiliges aussehen.","","hat ein sehr langweiliges aussehen.",FALSE,2,"2 = content-focused"
301152727084118,"1","Ähnlich wie Tiktok","Nein","ähnlich wie tiktok",FALSE,1,"1 = platform-focused"
301152727109729,"1","Nochts","+","nochts",FALSE,3,"3 = other/unclear"
301152727184508,"1","ich fand den alghorithmus sehr amüsant und abswchslungsreich","","ich fand den alghorithmus sehr amüsant und abswchslungsreich",FALSE,1,"1 = platform-focused"
301152727189630,"1","Man merkt, dass es dort keinen Algorithmus gibt, der auf den eigenen Humor angepasst ist","","man merkt, dass es dort keinen algorithmus gibt, der auf den eigenen humor angepasst ist",FALSE,1,"1 = platform-focused"
301152727210117,"1","Schöner M4","","schöner m4",FALSE,2,"2 = content-focused"
301152727297189,"1","Großartige plattform","","großartige plattform",FALSE,1,"1 = platform-focused"
301152727301288,"1","Die Videos waren sehr gemischt","","die videos waren sehr gemischt",FALSE,2,"2 = content-focused"
301152727316654,"1","war gut","","war gut",FALSE,3,"3 = other/unclear"
301152727396550,"1","Der Algorithmus verwirrt mich","","der algorithmus verwirrt mich",FALSE,1,"1 = platform-focused"
301152727562247,"1","Keine afd die idt rechts eingestuft","Ne","keine afd die idt rechts eingestuft",FALSE,2,"2 = content-focused"
301152727585808,"1","Ich mag","Ich mag","ich mag",FALSE,3,"3 = other/unclear"
301152727623710,"1","Gute Mischung an Videos. Etwas viel Politik","Nein","gute mischung an videos. etwas viel politik",FALSE,2,"2 = content-focused"
301152727745610,"1","Es gab leider keine Kommentare zu den Videos","","es gab leider keine kommentare zu den videos",FALSE,3,"3 = other/unclear"
301152727781463,"1","Ist fast genau wie TikTok","zu viele politische Inhalte","ist fast genau wie tiktok",FALSE,1,"1 = platform-focused"
301152727835754,"1","It cool and good to go but the reaction buttons are way right sided up, why can it be right side down...","","it cool and good to go but the reaction buttons are way right sided up, why can it be right side down...",FALSE,1,"1 = platform-focused"
301152727871607,"1","Die Knöpfe vielleicht etwas größer und weiter auseinander machen, damit man sich nicht so leicht verdrückt. Die Übergänge der videos ist noch etwas rucklig und man kann die knöpfe auch nicht benutzen während man das video schaut.","","die knöpfe vielleicht etwas größer und weiter auseinander machen, damit man sich nicht so leicht verdrückt. die übergänge der videos ist noch etwas rucklig und man kann die knöpfe auch nicht benutzen während man das video schaut.",FALSE,1,"1 = platform-focused"
301152727874681,"1","Alles an der Videoplattform ist gut. Es ist wirklich eine schöne Innovation","","alles an der videoplattform ist gut. es ist wirklich eine schöne innovation",FALSE,1,"1 = platform-focused"
301152727877754,"1","Zu viele unnötige Videos","","zu viele unnötige videos",FALSE,2,"2 = content-focused"
301152727899268,"1","alles top","","alles top",FALSE,3,"3 = other/unclear"
301152727904390,"1","Es war okay und interessant","Nein","es war okay und interessant",FALSE,2,"2 = content-focused"
301152727924877,"1","Die Möglichkeit zu einem Video zurück zu navigieren wäre gut","","die möglichkeit zu einem video zurück zu navigieren wäre gut",FALSE,1,"1 = platform-focused"
301152728289443,"1","Mir war zu viel Quatsch und zu wenig fundierte Hintergrundinfo dabei","Mir sind die Videos zu kurz und oberflächlich","mir war zu viel quatsch und zu wenig fundierte hintergrundinfo dabei",FALSE,2,"2 = content-focused"
301152728569068,"1","Das war ja nervig","Nein war nervig","das war ja nervig",FALSE,2,"2 = content-focused"
301152728660994,"1","Waren interessante Themen","Hat gut funktioniert","waren interessante themen",FALSE,2,"2 = content-focused"
301152728890425,"1","Komisch","keine","komisch",FALSE,3,"3 = other/unclear"
301152729607392,"1","Waren ein paar gute Videos dabei","","waren ein paar gute videos dabei",FALSE,2,"2 = content-focused"
301152729978935,"1","Zu sehr Poliklinik betrieben","Gut","zu sehr poliklinik betrieben",FALSE,3,"3 = other/unclear"
301152730101847,"1","Müll","","müll",FALSE,2,"2 = content-focused"
301152730113115,"1","Es wurden auffällig viele Videos von der Linkspartei und den Grünen gezeigt","Nein","es wurden auffällig viele videos von der linkspartei und den grünen gezeigt",FALSE,2,"2 = content-focused"
301152730290310,"1","keine Bemerkungen","nein","keine bemerkungen",FALSE,3,"3 = other/unclear"
301152730301576,"1","gut","gut","gut",FALSE,2,"2 = content-focused"
301152730333327,"1","Die Website ist organisiert, einfach zu bedienen und sehr interessant","Die Videoplattform ist sehr attraktiv. und Es ist einfach, Videos anzusehen. Außerdem ist es einfach, zwischen Videos zu navigieren","die website ist organisiert, einfach zu bedienen und sehr interessant",FALSE,1,"1 = platform-focused"
301152730354837,"1","Nein keine Meinung dazu","Nein","nein keine meinung dazu",FALSE,3,"3 = other/unclear"
301152730643684,"1","Ich würde vermutlich wenig Zeit darauf verbringen. Mir gefällt nicht dieses Reelformat","Ich habe viele Videos geskippt, weil sie mich nicht interessiert haben. Ich kann etwas aber auch viel Aufmerksamkeit schenken","ich würde vermutlich wenig zeit darauf verbringen. mir gefällt nicht dieses reelformat",FALSE,2,"2 = content-focused"
301152730777605,"1","Erklärungen der Symbole sollte nochmal irgendwo aufgeführt sein","Nein","erklärungen der symbole sollte nochmal irgendwo aufgeführt sein",FALSE,1,"1 = platform-focused"
301152731416749,"1","Die Lösung war klar und umfassend informativ","","die lösung war klar und umfassend informativ",FALSE,3,"3 = other/unclear"
301152731822099,"1","Man konnte nicht auf das Konto der Personen, die einem gefallen, aber es ähnelte alles tiktok","Es ähnelt tiktok sehr","man konnte nicht auf das konto der personen, die einem gefallen, aber es ähnelte alles tiktok",FALSE,1,"1 = platform-focused"
301152731920428,"1","gut","merk dann","gut",FALSE,2,"2 = content-focused"
301152732569816,"1","Viele Videos Politik","das weiterklickend war nervig","viele videos politik",FALSE,2,"2 = content-focused"
301152732642537,"1","Güt","Nien","güt",FALSE,3,"3 = other/unclear"
301152733106273,"1","Sie uns zu der Video-Plattform mitteilen möchten?","","sie uns zu der video-plattform mitteilen möchten?",FALSE,3,"3 = other/unclear"
301152735418557,"1","Danke, es macht Spaß","","danke, es macht spaß",FALSE,3,"3 = other/unclear"
301152736113776,"1","Lustige Videos","Lustige Videos","lustige videos",FALSE,2,"2 = content-focused"
301152736347307,"1","ja das stimmt","top","ja das stimmt",FALSE,3,"3 = other/unclear"
301152737570025,"1","Es ist sehr interessant.","NEIN","es ist sehr interessant.",FALSE,3,"3 = other/unclear"
301152738641934,"1","Die Plattform ist erstaunlich und wunderschön","Nein","die plattform ist erstaunlich und wunderschön",FALSE,1,"1 = platform-focused"
301152739211441,"1","Nein, gute Plattform","nien","nein, gute plattform",FALSE,1,"1 = platform-focused"
301152739366109,"1","Nein, es ist eine tolle Plattform, die mir wirklich gefällt","Ich habe es geliebt","nein, es ist eine tolle plattform, die mir wirklich gefällt",FALSE,1,"1 = platform-focused"
301152739721291,"1","Wirkte wie eine Standard video Plattform allerdings zu viel Politik","","wirkte wie eine standard video plattform allerdings zu viel politik",FALSE,2,"2 = content-focused"
301152740993230,"1","Es war eine wunderschöne Erfahrung","Vielfältige Plattform und einfache Anzeige","es war eine wunderschöne erfahrung",FALSE,2,"2 = content-focused"
301152741040351,"1","Sehr einfach gehalten, keine Kommentarfunktion? Oder sie ist nicht aufgefallen","","sehr einfach gehalten, keine kommentarfunktion? oder sie ist nicht aufgefallen",FALSE,1,"1 = platform-focused"
301152741130495,"1","Brauche eine schönere Schnittstelle","Alles gut","brauche eine schönere schnittstelle",FALSE,1,"1 = platform-focused"
301152741200920,"1","Klar","Mehr Interaktion","klar",FALSE,3,"3 = other/unclear"
301152741313600,"1","Es war eine wunderschöne Erfahrung","Vielfältige und übersichtliche Plattform","es war eine wunderschöne erfahrung",FALSE,2,"2 = content-focused"
301152741415010,"1","Funktionen wie liken oder melden usw sind schwierig drauf zu drücken","Nichts","funktionen wie liken oder melden usw sind schwierig drauf zu drücken",FALSE,1,"1 = platform-focused"
301152741583007,"1","Sehr geehrte Frau mag nicht mehr so","","sehr geehrte frau mag nicht mehr so",FALSE,3,"3 = other/unclear"
301152741890063,"1","Gut dass du gut angekommen bist gut","","gut dass du gut angekommen bist gut",FALSE,3,"3 = other/unclear"
301152742166647,"1","Gut","","gut",FALSE,2,"2 = content-focused"
301152742263962,"1","Es war lustig und interessant","","es war lustig und interessant",FALSE,2,"2 = content-focused"
301152742373570,"1","Ffbhtb ghbju bhjj vghnj bjnhhnjm","","ffbhtb ghbju bhjj vghnj bjnhhnjm",FALSE,3,"3 = other/unclear"
301152742379716,"1","Die wirtschaftliche Abschwächung macht sich auch in der deutschen Industrie bemerkbar, insbesondere im Automobilsektor, der von chinesischen Wettbewerbern unter Druck gesetzt wird.","Hier sind einige zusätzliche Punkte über Video-Plattformen in Deutschland:    1. *Beliebte Video-Plattformen*: YouTube, Vimeo, TikTok und Twitch sind in Deutschland weit verbreitet [1].  2. *Lokale Anbieter*: Deutsche Video-Plattformen wie Dailymotion,","die wirtschaftliche abschwächung macht sich auch in der deutschen industrie bemerkbar, insbesondere im automobilsektor, der von chinesischen wettbewerbern unter druck gesetzt wird.",FALSE,3,"3 = other/unclear"
301152742392009,"1","Non Non","","non non",FALSE,3,"3 = other/unclear"
301152742460642,"1","Mix an Inhalten könnte noch diverser sein.","","mix an inhalten könnte noch diverser sein.",FALSE,2,"2 = content-focused"
301152742550532,"1","Spaß","","spaß",FALSE,2,"2 = content-focused"
301152742553605,"1","Hat Ähnlichkeiten zu Tik Tok","vll eine dislike Funktion","hat ähnlichkeiten zu tik tok",FALSE,1,"1 = platform-focused"
301152742604824,"1","Gut","","gut",FALSE,2,"2 = content-focused"
301152742605850,"1","Gut","","gut",FALSE,3,"3 = other/unclear"
301152742611996,"1","Macht süchtig","","macht süchtig",FALSE,3,"3 = other/unclear"
301152742638630,"1","die Stimme nicht viel die Worte","sehr gesellig und interessant","die stimme nicht viel die worte",FALSE,3,"3 = other/unclear"
301152742688824,"1","Get","","get",FALSE,3,"3 = other/unclear"
301152742691897,"1","Get","","get",FALSE,3,"3 = other/unclear"
301152742707263,"1","Benutzer freundlicher geht","Nein","benutzer freundlicher geht",FALSE,1,"1 = platform-focused"
301152742715458,"1","Ich denke nicht, dass man sich durch solche kontextlosen Kurzclips politisch eine Meinung bilden kann.","","ich denke nicht, dass man sich durch solche kontextlosen kurzclips politisch eine meinung bilden kann.",FALSE,2,"2 = content-focused"
301152742717507,"1","Zu viele Kinder","","zu viele kinder",FALSE,0,"0 = setup skepticism"
301152742723654,"1","Nein alles top","","nein alles top",FALSE,3,"3 = other/unclear"
301152742757459,"1","Freuen Team Fußball spielerinnen","Alles gut","freuen team fußball spielerinnen",FALSE,3,"3 = other/unclear"
301152742760532,"1","She's saying the right thing","","she's saying the right thing",FALSE,3,"3 = other/unclear"
301152742768727,"1","Guten Tag Herr Schmidt ich habe","","guten tag herr schmidt ich habe",FALSE,3,"3 = other/unclear"
301152742783068,"1","Nice","","nice",FALSE,2,"2 = content-focused"
301152742823019,"1","Es war etwas umständlich das die Videos immer über das X abgestellt werden mussten und man erst dann auf dieses reagieren kann. Diese Felder sollten in dem Video mit eingeblendet sein, damit man direkt reagieren kann.","Umständliche Bedienung. Es wäre besser wenn man Scrollen könnte wie bei Instagram. Auch die Reaktionen sollte sofort auf dem Bildschirm erscheinen und nicht erst nach dem man das Video weg X.","es war etwas umständlich das die videos immer über das x abgestellt werden mussten und man erst dann auf dieses reagieren kann. diese felder sollten in dem video mit eingeblendet sein, damit man direkt reagieren kann.",FALSE,1,"1 = platform-focused"
301152742832238,"1","Die Linkspartei in Hamburg ist gut.","","die linkspartei in hamburg ist gut.",FALSE,2,"2 = content-focused"
301152742838385,"1","Themenfokus auf Politik oder Freizeit/Unterhaltung im Dance/Choreo-Bereich","","themenfokus auf politik oder freizeit/unterhaltung im dance/choreo-bereich",FALSE,3,"3 = other/unclear"
301153000550563,"1","viele politische inhalte","Teilweise von Interesse","viele politische inhalte",FALSE,2,"2 = content-focused"
301153000605872,"1","Die meisten Beiträge langweilen mich.","","die meisten beiträge langweilen mich.",FALSE,2,"2 = content-focused"
301153000619187,"1","Nervige und uninteressante Beiträge. Ich möchte keine Bilder von irgendwelchen Frauen sehen, die nichts tun außer zu psoen. Es war kaum ein Video mit vernünftigen Inhalt dabei. Diese waren eher die Seltenheit. Alle anderen sind totale Zeitverschwendun","Nein. Es war furchtbar","nervige und uninteressante beiträge. ich möchte keine bilder von irgendwelchen frauen sehen, die nichts tun außer zu psoen. es war kaum ein video mit vernünftigen inhalt dabei. diese waren eher die seltenheit. alle anderen sind totale zeitverschwendun",FALSE,2,"2 = content-focused"
301153000891631,"1","Sehr unterschiedliche Inhalte mit zum Teil wenig Relevanz","Nein","sehr unterschiedliche inhalte mit zum teil wenig relevanz",FALSE,2,"2 = content-focused"
301153000953084,"1","Gewöhnungsbedürftig","","gewöhnungsbedürftig",FALSE,3,"3 = other/unclear"
301153000978434,"1","sehr viel Beiträge von und über Linke, deren erneuter Aufwind sehr fragwürdig ist, da sie Herrn Kretschmer bei der Landtagswahl ins Amt verholfen haben... Das macht skeptisch..","Zu manchen hätte man gerne etwas kommentiert, diese Funktion fehlt mir hier","sehr viel beiträge von und über linke, deren erneuter aufwind sehr fragwürdig ist, da sie herrn kretschmer bei der landtagswahl ins amt verholfen haben... das macht skeptisch..",FALSE,2,"2 = content-focused"
301153001251936,"1","nur müllvideos. alles schwachsinn. komplett ohne ausnahmen. kindergartenniveau","zu 500% nur mist. genauso bescheuert wie dieses tiktok und alle anderen","nur müllvideos. alles schwachsinn. komplett ohne ausnahmen. kindergartenniveau",FALSE,2,"2 = content-focused"
301153001350281,"1","Ziemlich manipulativ was dort gezeigt wurde","Bin an den Inhalten nicht sehr interessiert","ziemlich manipulativ was dort gezeigt wurde",FALSE,3,"3 = other/unclear"
301153001382038,"1","wenig interessant","langweilig","wenig interessant",FALSE,2,"2 = content-focused"
301153001451696,"1","Da ich das Konzept nicht sehe, kann ich nichts dazu sagen.","Das Konzept bzw. die Mischung fand ich befremdlich. Sollte meine Aufmerksamkeit gestärkt werden?","da ich das konzept nicht sehe, kann ich nichts dazu sagen.",FALSE,3,"3 = other/unclear"
301153001507016,"1","Nein, da es jedem frei steht etwas anzusehen, sich dafür oder dagegen zu entscheiden. Ich gebe aber grundsätzlich keine Likes oder andere Zeichen ab und ich teile auch keine Inhalte","Kann man anschauen, muss man aber nicht","nein, da es jedem frei steht etwas anzusehen, sich dafür oder dagegen zu entscheiden. ich gebe aber grundsätzlich keine likes oder andere zeichen ab und ich teile auch keine inhalte",FALSE,3,"3 = other/unclear"
301153001557214,"1","Habe die AFD vermisst","War interessant","habe die afd vermisst",FALSE,2,"2 = content-focused"
301153001924725,"1","es gibt kein dislike, wäre ABER bei etlichen mist angebracht","nö,","es gibt kein dislike, wäre aber bei etlichen mist angebracht",FALSE,1,"1 = platform-focused"
301153001943165,"1","Verschiedene Sachen","Interessant","verschiedene sachen",FALSE,3,"3 = other/unclear"
301153001980046,"1","1 Video in Dauerschleife  unnötig und nervig","nervige Mischung","1 video in dauerschleife unnötig und nervig",FALSE,2,"2 = content-focused"
301153002164442,"1","mich hat davon nichts interessiert","Fand wenig was mich interessiert hat","mich hat davon nichts interessiert",FALSE,2,"2 = content-focused"
301153002231028,"1","Nein. Finde ich uninteressant","Nein. War nicht mein Kontent","nein. finde ich uninteressant",FALSE,2,"2 = content-focused"
301153002261758,"1","langweiliger Content","nix","langweiliger content",FALSE,2,"2 = content-focused"
301153002278918,"1","der Inhalt/Sinn mancher Videos war mir nciht ersichtlich, aber das ist bei bekannten Plattformen ja auch so","Nichts","der inhalt/sinn mancher videos war mir nciht ersichtlich, aber das ist bei bekannten plattformen ja auch so",FALSE,2,"2 = content-focused"
301153002427456,"1","zuviel unnötieg Beiträge und Nonsens","ist nichts was ma nicht schon gesehen hätte","zuviel unnötieg beiträge und nonsens",FALSE,2,"2 = content-focused"
301153002556532,"1","Da waren einige Videos die ich nicht mochte","Nein","da waren einige videos die ich nicht mochte",FALSE,2,"2 = content-focused"
301153002582143,"1","Es wurde nichts Wichtiges gezeigt.","Nö","es wurde nichts wichtiges gezeigt.",FALSE,2,"2 = content-focused"
301153002645655,"1","Ich brauche diese Plattformen nicht. Ich kann mir auf youtube anzeigen lassen, was ich sehen möchte. Für Freunde und Familie habe ich whatsApp und Facebook.","","ich brauche diese plattformen nicht. ich kann mir auf youtube anzeigen lassen, was ich sehen möchte. für freunde und familie habe ich whatsapp und facebook.",FALSE,1,"1 = platform-focused"
301153002736830,"1","nein ich würde sie nicht nutzen","naja die videos waren nicht gerade gut","nein ich würde sie nicht nutzen",FALSE,1,"1 = platform-focused"
301153002939406,"1","ok","ok","ok",FALSE,3,"3 = other/unclear"
301153002947601,"1","ist nichts neues dabei","Sehr unterschiedliche Genres","ist nichts neues dabei",FALSE,2,"2 = content-focused"
301153003060283,"1","Nichts für mich","Nein","nichts für mich",FALSE,2,"2 = content-focused"
301153003241608,"1","schön bunt","nix","schön bunt",FALSE,2,"2 = content-focused"
301153003599903,"1","Schwaxhe Auswahl","nein","schwaxhe auswahl",FALSE,3,"3 = other/unclear"
301153003663419,"1","Nein, vielen Dank","Nein, vielen Dank","nein, vielen dank",FALSE,3,"3 = other/unclear"
301153003685957,"1","Die Videos hatten sehr unterschiedliche Inhalte zu bieten.","Das Bewertungssystem ist leicht bedienbar und sofort zu verstehen.","die videos hatten sehr unterschiedliche inhalte zu bieten.",FALSE,2,"2 = content-focused"
301153003881626,"1","Sehr viele interessante politische Themen zu sehen.Macht Spaß auf diese Weise sich für die Wahl zu informieren","","sehr viele interessante politische themen zu sehen.macht spaß auf diese weise sich für die wahl zu informieren",FALSE,2,"2 = content-focused"
301153003892895,"1","Nein außer das ist ziemlich lange war was ich überhaupt nicht verstanden habe","Nein","nein außer das ist ziemlich lange war was ich überhaupt nicht verstanden habe",FALSE,3,"3 = other/unclear"
301153003920553,"1","Laßt doch jeden selber entscheiden Wasser sehen möchte und was nicht.  Mit eurer Umfrage manipuliert ihr doch auch.","Buntes Durcheinander","laßt doch jeden selber entscheiden wasser sehen möchte und was nicht. mit eurer umfrage manipuliert ihr doch auch.",FALSE,0,"0 = setup skepticism"
301153004014802,"1","Nein es wurde alles gesagt","","nein es wurde alles gesagt",FALSE,3,"3 = other/unclear"
301153004182555,"1","Sind schon Videos dabei bei denen man erkennt warum die Jugend sich heute damit beschäftigt und total.verbköden. sinnloser hirnschrott.","Sehr gemischt die inhalte","sind schon videos dabei bei denen man erkennt warum die jugend sich heute damit beschäftigt und total.verbköden. sinnloser hirnschrott.",FALSE,2,"2 = content-focused"
301153004227630,"1","Ist nicht meins da bin ich raus","","ist nicht meins da bin ich raus",FALSE,2,"2 = content-focused"
301153004320854,"1","Zuviel Politik. Wo waren meine Sternzeichen?","Es ist halt immer viel darauf, was nicht gerade meine Aufmerksamkeit weckt","zuviel politik. wo waren meine sternzeichen?",FALSE,2,"2 = content-focused"
301153004353636,"1","Alles klar","Nichts","alles klar",FALSE,3,"3 = other/unclear"
301153004501157,"1","es ist interessant","nicht","es ist interessant",FALSE,2,"2 = content-focused"
301153004557500,"1","Clips sind zum Teil nicht in Deutsch daher ist der Inhalt nicht zu verstehen.","","clips sind zum teil nicht in deutsch daher ist der inhalt nicht zu verstehen.",FALSE,2,"2 = content-focused"
301153004576964,"1","Der Algorithmus war sehr merkwürdig. Zum einen werden Tanzvideos und teure Autos gezeigt, was ich eher unter-20-Jährigen zutrauen würde, und auf der anderen Seite viel Politik","Die merkwürdigen russischen Tanzvideos waren sehr nervig","der algorithmus war sehr merkwürdig. zum einen werden tanzvideos und teure autos gezeigt, was ich eher unter-20-jährigen zutrauen würde, und auf der anderen seite viel politik",FALSE,1,"1 = platform-focused"
301153004838972,"1","Entsetzlich das ganze","Nein","entsetzlich das ganze",FALSE,3,"3 = other/unclear"
301153004866632,"1","ist nicht mein Ding","nein","ist nicht mein ding",FALSE,2,"2 = content-focused"
